,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
259,211104445,01/14/2021 12:00:00 AM,12/22/2020 12:00:00 AM,1830,11,Northeast,1181,1,330,BURGLARY FROM VEHICLE,0344,32,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,1300    MOHAWK                       ST,,34.08,-118.2647
260,202004169,01/03/2020 12:00:00 AM,01/01/2020 12:00:00 AM,2200,20,Olympic,2023,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,56,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,400 S  WESTERN                      AV,,34.0672,-118.3091
261,202116948,12/12/2020 12:00:00 AM,12/12/2020 12:00:00 AM,1335,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1420,50,M,W,405.0,CLOTHING STORE,,,AA,Adult Arrest,442.0,,,,6700    FALLBROOK                    AV,,34.1883,-118.6274
262,201711086,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,1040,17,Devonshire,1772,2,901,VIOLATION OF RESTRAINING ORDER,0340 1300 1814 2038 0913,24,F,B,101.0,STREET,,,AO,Adult Other,901.0,,,,9400    PENFIELD                     AV,,34.2403,-118.5695
263,202011821,07/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,1800,20,Olympic,2046,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,31,F,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,2900    JAMES M WOOD                 BL,,34.0559,-118.2922
264,202007883,03/24/2020 12:00:00 AM,03/17/2020 12:00:00 AM,1100,20,Olympic,2013,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0552,9,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,237.0,,,,100 S  OXFORD                       AV,,34.0737,-118.3079
265,202114531,10/06/2020 12:00:00 AM,10/05/2020 12:00:00 AM,2000,21,Topanga,2158,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,28,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,6200    CANOGA                       AV,,34.1828,-118.5974
266,202113718,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,2030,21,Topanga,2136,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1817 0431,27,F,X,101.0,STREET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,21900    SHERMAN                      WY,,34.2047,-118.5994
267,201813166,06/27/2020 12:00:00 AM,06/23/2020 12:00:00 AM,802,18,Southeast,1826,1,648,ARSON,,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",506.0,FIRE,IC,Invest Cont,648.0,,,,01500 E  92ND                         ST,,33.9533,-118.2475
268,201807723,03/04/2020 12:00:00 AM,03/04/2020 12:00:00 AM,1930,18,Southeast,1841,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0603 0302 0432,32,F,W,501.0,SINGLE FAMILY DWELLING,101.0,REVOLVER,IC,Invest Cont,230.0,,,,600 W  108TH                        ST,,33.9383,-118.2848
269,201406189,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,2230,14,Pacific,1479,2,888,TRESPASSING,1501,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,888.0,,,,7400    OSAGE                        AV,,33.9701,-118.3787
270,201313905,07/14/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1530,13,Newton,1353,1,310,BURGLARY,0321 0344,0,M,H,720.0,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,310.0,,,,4400    MCKINLEY                     AV,,34.0026,-118.2609
271,201410597,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1700,14,Pacific,1445,2,624,BATTERY - SIMPLE ASSAULT,0400 0913 0603,27,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,12700    MITCHELL                     AV,,33.998,-118.4354
272,201810538,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,500,18,Southeast,1881,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,30,F,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,FIGUEROA,GARDENA                      BL,33.8819,-118.2826
273,201510330,05/21/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1400,15,N Hollywood,1543,2,624,BATTERY - SIMPLE ASSAULT,1309 0400 0416,31,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,12100    BURBANK                      BL,,34.1721,-118.397
274,202013821,08/25/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1830,20,Olympic,2083,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0104 1822 0344 0330,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,1600 S  WESTERN                      AV,,34.0432,-118.309
275,201414975,08/05/2020 12:00:00 AM,07/17/2020 12:00:00 AM,1900,14,Pacific,1483,1,480,BIKE - STOLEN,0344 0397,30,F,W,123.0,PARKING UNDERGROUND/BUILDING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,480.0,,,,8700    PERSHING                     DR,,33.9538,-118.4407
276,201415240,08/10/2020 12:00:00 AM,08/09/2020 12:00:00 AM,2200,14,Pacific,1434,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3700    WADE                         ST,,34.0029,-118.4391
277,201608314,04/20/2020 12:00:00 AM,04/19/2020 12:00:00 AM,1800,16,Foothill,1637,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,33,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,OWENS                        ST,MCVINE                       ST,34.2641,-118.3114
278,202017349,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1945,20,Olympic,2083,1,210,ROBBERY,1822 0342 0216 0209 0104 1309 0325 0344 0400,0,X,X,248.0,CELL PHONE STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,1800 S  WESTERN                      AV,,34.0416,-118.309
279,201409048,03/30/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1100,14,Pacific,1428,2,354,THEFT OF IDENTITY,1822,50,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10900    ROSE                         AV,,34.0242,-118.4183
280,201913350,08/15/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1600,19,Mission,1984,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0554 2024 0510 0522 0913 0512 0528 0506,7,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,812.0,860.0,,,8800    WILLIS                       AV,,34.2301,-118.4553
281,201409999,04/23/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1830,14,Pacific,1414,1,310,BURGLARY,1609 0344,56,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,200    RUTH                         AV,,34.0011,-118.4728
282,231306523,02/18/2023 12:00:00 AM,11/01/2020 12:00:00 AM,1200,13,Newton,1383,2,354,THEFT OF IDENTITY,1822 0928 0100,27,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6000 S  MAIN                         ST,,33.9851,-118.2739
283,201508240,04/01/2020 12:00:00 AM,03/31/2020 12:00:00 AM,310,15,N Hollywood,1513,1,310,BURGLARY,0207 1420 0206 0344 1610 0216 0321 0325 1309 1607,0,M,O,210.0,RESTAURANT/FAST FOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,12600    SHERMAN                      WY,,34.2012,-118.4073
284,201514443,08/26/2020 12:00:00 AM,08/22/2020 12:00:00 AM,2100,15,N Hollywood,1555,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385,36,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,331.0,,,,4900    TUJUNGA                      AV,,34.1599,-118.379
285,201916638,11/06/2020 12:00:00 AM,11/06/2020 12:00:00 AM,915,19,Mission,1964,2,901,VIOLATION OF RESTRAINING ORDER,2038 1814,44,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,901.0,,,,9200    CEDROS                       AV,,34.2372,-118.4535
286,201417396,09/18/2020 12:00:00 AM,09/17/2020 12:00:00 AM,1,14,Pacific,1496,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,28,M,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,6100 W  CENTURY                      BL,,33.9456,-118.3904
287,211907205,04/01/2021 12:00:00 AM,02/22/2020 12:00:00 AM,1,19,Mission,1915,1,122,"RAPE, ATTEMPTED",0512 0527 1259 0913 1817 0532 0501,17,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,122.0,,,,DE GARMO                     AV,SAYRE                        ST,34.3009,-118.4442
288,202106402,02/23/2020 12:00:00 AM,02/19/2020 12:00:00 AM,1000,21,Topanga,2125,2,662,"BUNCO, GRAND THEFT",0701 0344 1900,56,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662.0,,,,21500    SATICOY                      ST,,34.2119,-118.6017
289,201421728,12/16/2020 12:00:00 AM,12/15/2020 12:00:00 AM,1810,14,Pacific,1477,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 0394 0344,36,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,440.0,,,,6200 W  85TH                         PL,,33.9604,-118.3945
290,201700767,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,1704,17,Devonshire,1745,1,761,BRANDISH WEAPON,1822 2004 0334 1402 2021 2003,0,M,X,101.0,STREET,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,761.0,998.0,,,DEVONSHIRE                   ST,LOUISE                       AV,34.2576,-118.5111
291,212004849,01/25/2021 12:00:00 AM,01/25/2020 12:00:00 AM,130,20,Olympic,2046,2,624,BATTERY - SIMPLE ASSAULT,0913 0444 0561,35,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,900 S  BERENDO                      ST,,34.0545,-118.2941
292,202013052,08/05/2020 12:00:00 AM,08/05/2020 12:00:00 AM,430,20,Olympic,2035,1,310,BURGLARY,0345 1822 0358 1609 0378,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,3400    WILSHIRE                     BL,,34.0618,-118.2975
293,201419034,10/18/2020 12:00:00 AM,10/17/2020 12:00:00 AM,2215,14,Pacific,1433,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,31,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331.0,,,,WALNUT                       AV,CARLTON                      WY,33.9992,-118.453
294,201808043,03/11/2020 12:00:00 AM,03/11/2020 12:00:00 AM,1730,18,Southeast,1823,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0416 0319 1822 1313 0906,24,F,B,103.0,ALLEY,307.0,VEHICLE,IC,Invest Cont,230.0,,,,AVALON                       BL,COLDEN                       AV,33.9493,-118.2652
295,201420254,11/14/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1600,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 1501,55,F,W,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341.0,,,,00    WORLD                        WY,,33.9442,-118.3984
296,241106955,03/24/2024 12:00:00 AM,04/13/2020 12:00:00 AM,950,11,Northeast,1124,2,354,THEFT OF IDENTITY,0922 0929 0935 1822,29,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,3400    DREW                         ST,,34.1208,-118.2418
297,201816158,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,1810,18,Southeast,1839,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1300 0906 1407 0857,0,X,X,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,998.0,,,WEIGAND                      AV,103RD                        ST,33.9431,-118.2296
298,201909585,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,2110,19,Mission,1916,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1218 1814,28,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,14000    HUBBARD                      ST,,34.3008,-118.4377
299,201505727,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1710,15,N Hollywood,1529,2,903,CONTEMPT OF COURT,2004 2038,51,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,903.0,,,,6300    VINELAND                     AV,,34.185,-118.3703
300,202112484,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,1845,21,Topanga,2136,2,624,BATTERY - SIMPLE ASSAULT,0446 2004,47,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,21100    SHERMAN                      WY,,34.2011,-118.5935
301,202008210,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,810,20,Olympic,2079,2,624,BATTERY - SIMPLE ASSAULT,0913 1202 0432 0447,62,M,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1300 S  VERMONT                      AV,,34.0473,-118.2916
302,201910494,06/01/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1620,19,Mission,1958,2,354,THEFT OF IDENTITY,0928 1822,36,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14500    PINNEY                       ST,,34.2493,-118.4482
303,201916181,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,345,19,Mission,1974,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,WILLIS                       AV,PARTHENIA                    ST,34.2337,-118.4536
304,201716154,12/08/2020 12:00:00 AM,12/08/2020 12:00:00 AM,1600,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1309 0325,0,X,X,404.0,DEPARTMENT STORE,,,AO,Adult Other,442.0,,,,9200    SHIRLEY                      AV,,34.2374,-118.558
305,202115508,10/31/2020 12:00:00 AM,10/29/2020 12:00:00 AM,1715,21,Topanga,2114,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 0377 1202,67,M,W,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,8200    TOPANGA CANYON               BL,,34.2139,-118.6103
306,201608889,05/09/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1230,16,Foothill,1645,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0913 0447 0411,37,M,B,108.0,PARKING LOT,212.0,BOTTLE,AA,Adult Arrest,236.0,,,,12400    OSBORNE                      ST,,34.2626,-118.4094
307,202014147,09/01/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1005,20,Olympic,2013,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385 1822,27,F,V,101.0,STREET,,,IC,Invest Cont,420.0,,,,OXFORD                       AV,2ND                          ST,34.0711,-118.3079
308,201715250,11/10/2020 12:00:00 AM,11/06/2020 12:00:00 AM,1730,17,Devonshire,1781,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0444 2000 0421 0416 0913 1814 0334 0429,42,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,20900    GRESHAM                      ST,,34.2306,-118.5895
309,202113350,09/01/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1600,21,Topanga,2105,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,51,F,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,21700    ROSCOE                       BL,,34.2239,-118.6017
310,201917245,11/22/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1400,19,Mission,1985,1,220,ATTEMPTED ROBBERY,0417 0390 1822,39,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,CHASE                        ST,VAN NUYS                     BL,34.2248,-118.4488
311,201918330,12/10/2020 12:00:00 AM,12/03/2020 12:00:00 AM,600,19,Mission,1971,2,954,CONTRIBUTING,1259 0558 0334,14,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,954.0,,,,15500    RAYEN                        ST,,34.2337,-118.4703
312,201909132,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,300,19,Mission,1944,1,310,BURGLARY,0344 1602 0397,30,M,H,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,11100    LAUREL CANYON                BL,,34.2717,-118.4459
313,201614406,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,2050,16,Foothill,1602,1,220,ATTEMPTED ROBBERY,0302 0355,34,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,220.0,,,,GLENOAKS,VAN NUYS,34.2741,-118.4121
314,201610642,07/01/2020 12:00:00 AM,06/23/2020 12:00:00 AM,130,16,Foothill,1636,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0344,67,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,9500    LA CANADA                    WY,,34.2602,-118.3395
315,201911419,06/25/2020 12:00:00 AM,06/23/2020 12:00:00 AM,1219,19,Mission,1966,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,23,M,H,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,9300    WOODMAN                      AV,,34.2386,-118.4464
316,201905743,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1315,19,Mission,1961,2,624,BATTERY - SIMPLE ASSAULT,0603 0444 0416,46,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,9200    LANGDON                      AV,,34.2374,-118.4698
317,231309864,04/28/2023 12:00:00 AM,12/09/2020 12:00:00 AM,1400,13,Newton,1375,2,354,THEFT OF IDENTITY,0100,24,F,B,750.0,CYBERSPACE,,,IC,Invest Cont,354.0,,,,1300 E  57TH                         ST,,33.9911,-118.2521
318,210805005,01/27/2021 12:00:00 AM,11/02/2020 12:00:00 AM,1,8,West LA,807,2,354,THEFT OF IDENTITY,0100 0924,48,M,C,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1600 N  BEVERLY GLEN                 BL,,34.0998,-118.4436
319,201508223,03/31/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1620,15,N Hollywood,1591,1,330,BURGLARY FROM VEHICLE,1300 0344 1307,67,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,LAUREL CANYON,VENTURA                      BL,34.1436,-118.3953
320,210614897,08/25/2021 12:00:00 AM,04/02/2020 12:00:00 AM,1200,6,Hollywood,666,2,354,THEFT OF IDENTITY,0929 1822 0377 1202,83,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,6200    FOUNTAIN                     AV,,34.0944,-118.3266
321,201915405,10/07/2020 12:00:00 AM,10/07/2020 12:00:00 AM,1740,19,Mission,1977,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,37,M,H,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,BEACHY                       AV,BROMWICH                     ST,34.2374,-118.427
322,202006603,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,600,20,Olympic,2079,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0906,0,X,X,103.0,ALLEY,,,AA,Adult Arrest,740.0,,,,MAGNOLIA,PICO,34.0473,-118.2864
323,201516973,10/29/2020 12:00:00 AM,10/29/2020 12:00:00 AM,1500,15,N Hollywood,1504,2,624,BATTERY - SIMPLE ASSAULT,0400,28,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,11700    COHASSET                     ST,,34.2067,-118.3878
324,202117032,12/15/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1430,21,Topanga,2187,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,30,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,5100    CALATRANA                    DR,,34.1613,-118.6022
325,201516708,10/23/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1830,15,N Hollywood,1581,1,310,BURGLARY,1601 0344 0352 1608 1420,33,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,4200    BABCOCK                      AV,,34.1467,-118.4062
326,201809107,04/04/2020 12:00:00 AM,04/03/2020 12:00:00 AM,2345,18,Southeast,1824,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307 0913 1218 1202 1240 1300,68,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745.0,,,,E  CENTURY                      BL,S  CENTRAL                      AV,33.9457,-118.2541
327,201511878,06/26/2020 12:00:00 AM,06/25/2020 12:00:00 AM,1900,15,N Hollywood,1501,1,310,BURGLARY,1420 0344 1602 0358,0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,13200    SATICOY                      ST,,34.2078,-118.4204
328,201812571,06/15/2020 12:00:00 AM,06/14/2020 12:00:00 AM,2000,18,Southeast,1871,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,HOOVER                       ST,138TH                        ST,33.9063,-118.2872
329,202114204,09/27/2020 12:00:00 AM,09/25/2020 12:00:00 AM,2200,21,Topanga,2118,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,20300    BALTAR                       ST,,34.2166,-118.5754
330,201916584,11/05/2020 12:00:00 AM,11/04/2020 12:00:00 AM,2000,19,Mission,1988,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344,31,M,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,13500    ROSCOE                       BL,,34.2217,-118.4278
331,201318640,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,2330,13,Newton,1385,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0408 1300 1309 0913,32,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,400 E  62ND                         ST,,33.9834,-118.2673
332,201805728,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1820,18,Southeast,1806,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0419 0411 0913 2000 1813 1218,56,F,B,108.0,PARKING LOT,208.0,RAZOR,AO,Adult Other,230.0,,,,89TH,CENTRAL                      ST,33.9556,-118.2564
333,201609969,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1945,16,Foothill,1617,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0450,21,F,H,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,230.0,,,,11100    ORO VISTA                    AV,,34.2724,-118.3243
334,201611838,08/10/2020 12:00:00 AM,08/10/2020 12:00:00 AM,135,16,Foothill,1638,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0408 0913 1309,41,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,7200    HILLROSE                     ST,,34.2628,-118.2885
335,202008299,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,334,20,Olympic,2022,1,310,BURGLARY,0202 0207 0216 0342 0344 0394 1822 0358,28,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,,,,300 S  GRAMERCY                     PL,,34.069,-118.3128
336,202014436,09/09/2020 12:00:00 AM,09/09/2020 12:00:00 AM,930,20,Olympic,2026,2,888,TRESPASSING,1822 1402 0907 2004 0342,0,X,X,506.0,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,888.0,998.0,,,300 S  CATALINA                     ST,,34.0674,-118.2954
337,201404888,01/10/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1500,14,Pacific,1494,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,M,W,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,740.0,,,,7000    WORLD                        WY,,33.943,-118.4131
338,201813909,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,400,18,Southeast,1822,1,310,BURGLARY,1822 1607 0344,0,X,X,729.0,SPECIALTY SCHOOL/OTHER,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,300 W  95TH                         ST,,33.9501,-118.2785
339,211714848,11/06/2021 12:00:00 AM,10/31/2020 12:00:00 AM,1520,17,Devonshire,1781,1,310,BURGLARY,1501 0321 0344,27,M,O,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,9200    DE SOTO                      AV,,34.2382,-118.5886
340,201907670,03/16/2020 12:00:00 AM,03/15/2020 12:00:00 AM,45,19,Mission,1941,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,42,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,10900    ORION                        AV,,34.2683,-118.4714
